1102
9 36
0 7 313
4 8 141
2 6 19
7 7 719
0 5 514
0 3 863
1 7 707
1 1 651
0 1 701
3 6 310
6 7 335
2 1
0 1 482
7 21
1 4 891
1 2 605
1 3 894
3 5 519
2 6 969
0 0 730
3 6 118
1 5 561
4 6 511
0 5 913
3 3 271
0 2 589
0 4 458
5 5 469
2 3 161
5 6 232
2 5 190
0 6 157
4 5 677
6 6 954
3 4 386
8 28
3 6 503
2 5 633
0 3 471
1 4 827
3 3 420
2 2 333
6 6 804
4 6 241
0 1 90
0 7 820
4 7 242
2 3 63
4 5 163
4 4 485
0 4 500
1 7 671
2 6 731
1 5 598
2 4 881
0 5 789
5 6 825
0 6 888
1 1 507
3 5 780
1 6 105
3 7 430
3 4 214
1 2 449
6 15
1 4 342
0 3 282
1 3 710
2 4 255
2 5 58
1 2 812
1 1 480
0 2 952
0 1 616
0 4 713
0 0 37
0 5 362
3 4 830
1 5 455
2 3 501
5 10
3 4 767
3 3 918
2 3 519
2 4 348
1 1 625
1 3 808
2 2 546
1 4 390
4 4 295
0 3 235
3 3
0 2 937
1 2 468
0 1 912
6 15
5 5 610
0 0 819
0 4 896
0 2 956
4 5 219
1 4 516
1 3 725
1 2 969
0 5 278
3 5 578
0 3 489
2 2 819
1 5 349
0 1 64
2 5 759
8 28
1 2 795
7 7 72
0 6 579
3 6 733
3 4 933
6 6 214
1 3 660
4 4 308
0 3 330
2 4 808
1 5 21
0 0 29
0 5 318
1 7 463
3 5 897
5 5 926
2 3 927
0 7 51
0 4 742
2 7 780
4 5 490
3 3 311
6 7 434
2 6 916
3 7 956
4 6 699
5 6 640
1 6 993
4 6
1 2 373
3 3 855
0 3 895
0 1 681
0 2 470
1 1 592
8 28
0 1 392
1 1 919
3 6 880
3 3 734
5 7 941
4 7 821
0 6 552
1 3 138
1 2 36
0 2 521
1 7 538
2 6 134
0 4 825
2 7 108
1 6 295
0 3 64
3 5 546
6 7 251
4 6 534
4 5 765
1 4 165
2 4 402
0 7 140
5 6 762
2 2 376
2 3 892
3 7 464
7 7 171
7 21
1 3 524
0 4 777
3 4 487
1 4 776
3 5 79
1 2 332
5 6 711
3 6 711
2 6 205
0 5 877
6 6 624
4 5 958
2 5 474
0 6 434
0 1 528
4 4 60
2 2 747
0 3 967
0 2 152
0 0 134
1 6 624
2 1
0 1 29
4 6
1 2 717
0 2 684
0 3 797
1 3 93
0 0 260
0 1 333
2 1
0 1 827
6 5
0 5 44
0 2 320
3 4 660
0 3 377
1 4 660
3 3
0 2 934
1 1 45
1 2 68
9 35
7 7 538
1 6 44
1 8 954
0 2 753
3 4 630
4 7 199
0 8 760
3 3 107
6 6 659
4 5 529
2 5 429
8 8 45
0 4 769
0 0 136
4 8 25
5 7 760
7 8 464
2 8 770
0 5 12
0 3 215
1 5 782
2 6 732
3 8 612
3 6 128
2 4 949
0 6 416
3 7 1
5 6 9
2 3 862
1 1 276
1 2 316
6 7 151
0 1 893
4 6 899
1 4 145
9 36
0 4 307
3 3 901
1 1 688
3 8 402
0 6 913
0 8 754
7 8 937
1 8 622
1 6 152
1 5 534
1 3 937
1 4 781
6 8 987
4 8 289
5 7 812
8 8 763
2 7 134
0 5 386
1 7 110
3 5 139
0 3 355
0 1 211
4 6 933
5 5 647
5 8 329
6 6 790
3 4 848
2 8 375
5 6 887
1 2 600
0 2 227
0 0 168
2 5 729
2 4 885
4 5 43
2 6 564
4 6
0 3 160
0 1 648
1 3 886
3 3 398
1 2 257
0 2 185
7 21
1 4 800
0 6 16
2 6 382
0 1 814
2 4 470
2 3 626
0 3 32
5 6 865
1 2 170
2 5 512
0 4 559
1 5 62
0 0 445
0 5 988
4 4 182
3 3 495
1 3 455
4 6 953
3 6 629
3 5 671
1 6 59
4 6
2 3 15
1 3 191
0 1 450
0 3 895
1 2 59
3 3 490
4 6
1 3 427
0 3 110
1 2 708
1 1 819
2 3 28
0 1 155
4 6
3 3 778
2 2 380
1 3 280
0 3 606
1 2 688
2 3 664
5 10
0 4 7
1 2 902
1 4 406
0 0 624
3 3 446
3 4 299
1 3 871
0 1 292
0 2 456
2 4 719
2 1
0 1 661
10 45
7 8 661
0 7 836
4 8 223
5 7 93
0 5 745
5 6 173
7 9 296
1 8 165
5 8 164
0 9 262
1 3 169
2 4 187
0 1 103
1 2 656
1 6 61
1 9 928
4 9 865
5 9 263
3 5 331
1 5 867
0 6 115
0 8 18
6 7 850
4 7 556
4 4 522
9 9 629
1 7 190
4 5 637
6 6 967
0 0 397
3 9 464
4 6 452
3 4 791
7 7 767
3 6 68
2 3 253
8 9 24
3 8 943
5 5 804
0 3 590
2 7 18
6 8 366
1 4 384
3 7 203
0 2 997
10 45
6 8 521
1 2 421
0 9 559
0 6 613
5 7 737
5 8 438
8 9 37
7 9 698
0 8 149
2 8 458
0 4 616
1 1 746
2 5 745
1 9 209
1 6 812
4 5 309
3 8 800
2 3 379
0 0 654
3 4 786
0 3 299
5 5 361
0 2 204
5 9 641
6 9 163
2 6 266
5 6 547
4 9 443
4 4 854
2 2 386
0 1 497
1 8 701
8 8 127
1 3 6
3 7 69
0 7 874
1 7 365
3 9 405
4 7 644
0 5 623
6 6 847
3 3 289
4 6 250
3 5 37
2 9 733
2 1
0 1 77
5 10
2 4 702
1 2 91
1 4 474
4 4 571
1 1 816
2 3 484
1 3 487
0 4 262
3 4 136
0 3 306
7 21
0 1 868
1 3 242
2 2 871
0 3 624
2 4 56
2 5 494
4 5 977
4 6 543
3 4 30
0 5 966
5 5 660
2 3 208
5 6 8
6 6 206
0 6 877
1 6 660
0 4 907
3 3 510
0 2 702
1 5 289
0 0 535
10 45
5 6 995
1 5 150
4 6 50
1 6 218
1 7 879
0 9 715
0 8 163
5 5 753
1 1 536
2 4 213
6 7 717
2 5 255
8 9 722
3 9 527
2 8 224
6 6 999
4 9 422
4 5 374
7 9 1
6 8 545
5 9 128
0 3 979
3 8 914
2 9 385
1 8 847
1 2 825
0 1 539
7 7 310
3 4 539
5 8 312
2 6 470
0 4 979
5 7 161
6 9 362
1 4 295
8 8 391
3 5 869
2 7 416
1 3 804
2 3 584
0 6 749
0 5 916
4 8 190
0 7 250
3 6 116
9 36
0 3 868
4 8 239
0 1 507
5 8 519
6 7 8
2 2 608
0 2 979
2 4 849
1 1 363
5 7 89
3 8 680
1 2 943
5 5 839
2 5 900
4 7 960
4 4 774
0 8 672
0 7 760
0 5 913
1 3 817
0 4 674
1 8 665
7 8 677
1 4 552
4 5 173
1 5 377
1 6 491
3 5 345
5 6 870
3 4 742
2 7 222
6 8 7
2 6 231
0 6 422
4 6 748
3 6 766
4 6
1 2 758
0 2 970
2 3 783
1 1 817
1 3 355
0 3 767
4 6
0 3 2
1 2 823
0 0 615
2 3 775
2 2 743
0 2 699
5 10
0 1 221
2 3 499
1 3 222
3 4 585
0 3 569
2 4 644
0 2 441
1 4 504
3 3 759
2 2 725
9 8
6 7 858
0 1 496
4 5 520
2 6 104
4 7 559
7 8 406
0 3 988
0 4 988
2 1
0 1 593
7 20
4 4 345
2 5 974
3 6 283
1 5 61
3 5 739
0 3 984
1 2 479
1 6 635
2 3 548
1 4 866
4 6 381
1 3 904
5 6 254
2 4 482
4 5 166
0 5 301
0 2 754
2 6 664
3 4 778
1 1 795
6 15
3 4 489
1 5 642
1 3 325
0 5 302
0 1 573
0 3 950
3 5 251
1 4 819
2 5 935
4 4 774
5 5 768
2 3 115
0 2 714
1 1 239
2 4 802
6 15
0 3 798
0 5 440
0 4 598
0 0 521
4 5 74
0 1 633
1 5 538
2 4 2
3 3 933
2 5 202
3 4 508
1 3 177
2 3 731
3 5 877
1 4 51
2 1
0 1 819
9 36
7 7 103
5 7 754
6 7 349
5 5 290
3 6 930
1 3 572
4 8 13
6 6 887
0 3 142
2 3 320
2 2 79
5 8 207
0 6 408
2 7 19
0 7 476
7 8 540
0 4 735
1 1 519
1 7 556
1 5 534
4 5 228
4 7 603
4 4 721
1 2 540
5 6 651
3 5 79
2 5 853
0 2 656
1 6 791
3 7 563
1 8 241
0 5 548
0 1 747
3 8 761
1 4 226
2 6 491
10 9
2 6 246
3 8 296
5 7 45
0 4 503
4 5 984
1 8 690
4 9 102
1 4 676
3 6 259
3 3
0 0 604
0 1 521
1 2 637
5 10
3 4 997
1 3 522
0 3 13
2 2 301
0 2 218
0 1 267
0 4 227
0 0 21
2 3 188
1 4 221
5 10
1 4 443
0 2 89
1 2 567
2 3 79
4 4 538
0 4 722
3 3 350
1 3 401
0 1 134
2 4 491
8 26
3 5 972
3 7 441
2 4 663
3 4 519
4 7 757
1 6 144
0 1 902
0 6 765
2 5 454
2 3 933
3 6 641
6 7 659
2 6 831
0 3 260
2 7 755
0 7 174
3 3 812
4 4 838
5 5 960
5 6 784
5 7 591
4 6 949
1 3 542
1 1 655
2 2 430
1 4 611
10 23
2 6 1
2 8 998
3 6 389
3 3 546
1 1 361
5 8 382
1 9 744
0 9 651
6 9 416
1 2 380
0 3 558
2 4 251
0 1 213
4 6 239
0 7 952
6 8 294
0 5 276
4 4 719
1 8 717
4 7 107
7 8 767
2 7 42
4 9 407
8 28
2 2 155
3 7 289
0 3 28
3 6 217
1 7 82
4 7 96
0 2 65
0 5 885
7 7 167
3 4 15
1 2 622
1 6 169
2 5 341
0 1 300
6 6 982
2 6 172
1 5 223
2 7 116
3 3 468
3 5 633
1 3 102
2 4 753
0 4 953
6 7 560
0 6 387
5 6 693
4 5 575
5 7 278
9 16
2 7 312
3 5 67
6 8 905
1 4 237
5 7 786
7 8 643
7 7 251
5 8 720
3 6 662
0 1 559
3 7 636
1 7 539
2 8 610
3 4 321
0 3 211
0 4 137
3 3
0 2 683
1 2 545
0 1 248
6 15
3 4 433
1 2 33
1 4 617
2 3 299
2 5 903
1 5 634
0 3 993
1 1 476
1 3 179
0 5 844
2 4 825
5 5 956
4 5 226
0 1 130
3 5 573
9 28
1 4 639
4 6 435
5 7 53
5 6 84
1 8 796
0 8 82
2 7 300
3 6 569
2 4 538
0 0 241
1 2 748
3 4 177
2 6 299
1 3 187
7 7 571
7 8 999
3 7 689
8 8 579
6 8 33
6 7 657
5 8 940
4 7 885
1 7 125
2 5 850
0 2 756
4 8 282
0 3 249
3 3 949
3 3
2 2 353
0 2 447
1 2 404
8 28
1 7 44
2 4 667
2 7 214
4 6 10
1 6 582
1 5 330
0 4 521
3 4 353
5 6 948
1 1 1000
0 1 848
2 2 58
2 6 466
1 3 162
3 5 197
0 7 86
1 2 180
6 7 662
4 4 951
3 7 538
2 5 18
5 7 187
0 5 693
4 5 649
0 2 636
0 0 398
1 4 999
0 6 492
4 6
0 1 359
1 3 107
0 2 409
2 3 38
1 2 239
3 3 793
6 15
3 4 565
0 1 580
1 1 887
0 5 594
1 4 922
1 5 690
1 2 227
3 5 637
0 2 26
2 5 2
0 4 161
2 4 43
1 3 238
2 3 858
4 5 228
3 3
0 2 881
0 1 771
1 2 187
4 6
2 3 873
0 3 501
0 2 964
1 2 782
2 2 639
1 3 991
4 6
1 1 936
0 2 149
2 2 445
2 3 584
0 1 27
0 0 555
10 9
4 7 842
5 7 661
7 8 950
1 5 305
5 9 382
4 6 641
2 3 547
0 6 932
2 8 63
10 45
9 9 810
5 8 499
0 8 178
8 9 826
2 5 511
7 8 873
2 4 252
1 4 439
3 9 325
1 2 512
0 4 756
5 9 133
1 5 964
0 1 91
4 6 970
2 9 38
4 7 780
7 7 57
1 9 672
2 7 691
3 8 979
4 4 232
6 9 885
3 6 578
0 9 224
4 8 6
8 8 822
1 7 651
3 4 256
6 7 924
0 6 940
2 8 707
3 7 849
3 5 379
2 6 996
6 8 54
0 5 631
1 6 909
1 3 11
2 3 428
0 0 926
1 1 917
0 3 627
4 5 884
0 2 661
6 7
0 4 16
3 4 92
1 5 469
2 4 627
3 5 66
2 3 259
4 5 695
4 6
0 3 875
0 0 873
1 1 970
1 2 217
2 3 893
0 2 817
6 15
4 5 370
1 3 868
3 5 664
2 3 925
0 3 192
1 2 921
3 4 143
2 5 794
0 2 741
1 4 894
0 1 949
0 5 4
0 4 55
1 5 136
1 1 298
6 15
3 4 72
1 5 496
0 1 43
0 2 853
3 3 235
1 4 709
1 3 438
2 5 245
1 2 943
3 5 682
0 5 932
0 4 384
0 3 99
2 3 72
2 4 383
9 36
5 5 351
3 7 301
1 2 885
2 5 469
5 7 488
3 8 578
0 1 423
1 8 126
2 8 897
3 4 762
3 5 200
0 3 342
4 4 870
5 8 892
4 7 436
1 4 585
0 8 267
3 6 319
5 6 912
2 4 978
0 7 152
6 8 799
7 7 45
4 6 231
0 2 562
2 3 14
2 2 537
2 6 880
6 7 316
1 6 578
1 3 73
0 6 889
2 7 751
0 4 193
1 7 346
4 5 413
5 10
2 3 8
0 2 640
0 1 146
0 3 718
3 3 910
2 4 346
2 2 454
1 1 128
0 4 994
1 2 648
4 6
1 2 28
3 3 227
0 2 940
1 3 397
2 3 668
0 0 314
3 3
2 2 29
0 2 876
1 2 855
5 6
0 3 18
0 4 414
0 2 725
2 3 371
0 1 971
1 2 394
7 21
3 5 194
0 6 376
0 0 553
4 4 353
6 6 610
1 3 756
0 2 189
5 5 234
5 6 905
1 5 293
1 2 341
0 4 201
0 1 340
3 4 362
1 4 48
1 6 216
2 5 960
0 3 284
4 6 971
3 3 681
0 5 240
7 21
3 6 491
3 4 197
1 5 558
0 6 778
1 4 773
1 1 84
1 2 546
1 3 573
0 3 397
2 3 920
3 5 557
4 4 344
0 1 850
0 5 991
4 5 704
0 2 932
2 4 200
0 4 478
4 6 662
5 5 951
2 5 231
2 1
0 1 81
10 45
3 5 318
0 6 409
0 8 819
5 8 846
7 9 363
5 5 639
3 8 430
2 4 226
3 6 339
6 6 751
1 4 291
4 5 440
1 8 605
0 4 322
5 9 889
1 3 563
5 6 264
4 4 251
5 7 614
1 6 755
0 3 663
6 9 450
0 2 159
4 7 715
6 7 173
1 2 405
3 7 388
4 6 555
7 8 84
0 7 479
0 9 738
2 7 530
6 8 363
3 4 787
2 6 581
3 3 656
8 9 990
0 0 39
7 7 483
2 5 348
4 8 273
2 3 470
1 5 299
4 9 4
0 5 603
7 21
4 6 316
1 6 785
2 6 271
1 5 631
5 6 324
5 5 792
0 6 904
1 3 324
4 5 338
2 5 106
0 5 255
3 4 885
1 4 61
1 2 180
0 2 776
3 6 273
0 1 697
0 3 323
2 4 204
6 6 238
0 4 979
6 15
3 5 664
3 4 420
3 3 309
2 5 783
1 5 782
2 3 722
1 4 116
4 5 524
0 5 124
2 4 21
1 3 805
0 3 72
1 2 743
0 4 556
2 2 510
8 28
0 1 163
0 2 752
1 6 315
4 4 471
0 5 282
2 5 938
2 3 724
1 1 273
0 6 337
2 2 812
0 3 112
5 6 764
4 6 671
3 4 152
5 5 599
4 7 337
4 5 450
2 4 415
7 7 714
2 7 52
1 2 86
3 7 217
6 6 320
1 4 885
0 7 558
3 6 638
3 3 28
1 5 880
7 21
2 4 61
0 2 283
0 6 670
0 5 698
0 4 529
4 6 468
2 6 206
2 5 612
2 2 303
3 4 461
2 3 751
1 2 671
5 6 87
0 3 147
1 4 219
1 6 846
4 5 698
0 1 189
3 6 744
3 5 104
1 3 720
4 6
2 2 791
0 3 316
0 1 770
0 2 440
3 3 990
1 2 458
4 6
0 1 246
3 3 561
2 3 727
1 2 408
0 3 817
1 3 524
2 1
0 1 612
6 15
0 3 842
0 4 868
1 4 801
0 1 347
3 3 598
2 4 461
3 4 41
1 3 525
4 5 702
5 5 314
0 5 209
2 5 990
1 1 288
4 4 452
3 5 659
5 10
0 4 269
0 2 754
3 4 973
2 3 385
4 4 421
1 2 785
0 1 57
2 4 213
0 3 328
1 4 28
9 36
3 8 989
3 4 338
4 5 405
4 4 943
5 5 630
3 7 530
5 7 804
0 4 610
4 6 34
0 8 152
4 7 581
1 6 83
3 3 495
6 8 979
5 8 316
0 2 390
1 3 716
4 8 494
0 5 892
2 8 165
1 2 424
0 6 322
2 4 988
3 5 702
6 7 476
7 8 728
0 0 143
6 6 406
2 3 659
2 7 232
2 6 263
0 3 333
1 5 699
2 2 153
0 1 262
1 7 462
4 6
1 1 54
0 3 925
1 3 330
2 3 553
0 2 604
1 2 825
4 6
1 3 413
0 1 231
1 2 11
2 2 662
0 3 969
0 2 722
5 10
0 4 276
0 3 807
2 2 313
1 1 948
2 3 867
3 3 855
1 3 270
1 2 518
1 4 394
3 4 487
7 6
0 5 761
2 4 324
5 6 536
1 6 310
0 4 488
0 3 846
5 10
0 4 71
0 2 345
0 1 522
1 3 329
2 4 66
3 4 460
1 2 403
4 4 987
2 2 448
1 4 787
2 1
0 1 373
7 21
4 6 80
2 4 464
2 6 87
5 6 10
3 4 298
0 5 120
1 4 334
0 1 977
0 6 378
2 3 557
0 3 522
0 4 716
1 2 590
1 6 294
3 6 716
1 3 36
2 2 125
3 5 613
0 2 648
0 0 763
6 6 686
8 28
0 1 516
1 2 782
1 4 238
5 7 436
3 4 584
3 5 36
1 6 703
0 7 992
2 6 309
0 4 508
4 5 857
6 7 286
4 4 410
4 6 74
2 7 632
5 6 278
2 5 257
0 0 188
0 5 143
1 7 366
0 2 665
0 3 527
1 3 831
5 5 646
1 5 133
3 6 810
0 6 290
2 2 542
8 28
0 1 777
2 6 998
2 7 938
5 6 771
6 6 54
4 4 352
2 2 298
4 5 227
2 3 579
1 7 746
3 7 366
1 1 388
2 5 564
4 7 365
0 7 306
3 4 977
0 5 439
3 5 524
6 7 345
3 6 616
1 3 735
0 3 629
1 6 221
0 2 843
1 4 188
5 7 679
4 6 396
0 6 666
10 45
1 8 797
4 9 723
0 1 79
5 9 59
0 7 900
5 7 418
3 4 394
0 0 767
2 3 803
1 7 469
0 8 37
2 5 54
7 9 674
8 9 406
4 8 974
2 7 311
5 6 603
4 7 867
1 9 766
1 5 244
7 8 845
4 5 400
2 9 352
4 6 497
1 4 226
6 6 82
0 5 653
0 3 27
3 8 337
6 8 168
1 2 420
2 4 784
0 9 215
2 8 55
5 8 631
1 3 997
2 6 14
3 9 66
0 2 561
3 5 224
3 6 582
1 6 400
0 4 440
6 9 265
3 7 562
9 32
0 7 305
2 5 954
2 7 240
4 6 521
2 6 828
0 4 262
4 4 296
4 5 136
1 5 496
6 8 607
7 8 164
2 2 692
1 6 658
0 2 169
2 3 60
1 4 952
4 7 809
0 3 529
3 6 640
1 8 510
7 7 359
0 8 479
1 3 513
0 6 127
3 7 98
3 4 73
6 7 796
5 8 291
2 4 650
4 8 522
0 0 526
1 2 777
8 28
2 5 883
3 4 795
5 5 795
1 7 527
1 3 947
3 7 921
6 7 28
3 3 915
0 1 589
2 4 463
3 6 610
1 2 983
1 5 549
5 7 521
1 6 10
1 4 232
2 7 553
3 5 946
4 7 524
0 5 443
1 1 382
2 3 780
5 6 496
0 3 262
2 6 871
4 6 373
4 5 240
0 6 523
2 1
0 1 709
2 1
0 1 311
7 6
1 6 541
0 5 987
3 5 431
1 5 250
1 4 404
0 2 403
4 6
2 3 432
0 2 989
0 3 320
1 3 206
1 2 346
1 1 763
5 10
2 3 282
2 4 473
0 0 327
0 1 937
3 3 111
1 1 102
1 4 123
0 3 975
0 2 92
4 4 825
5 10
3 4 569
0 4 557
2 3 760
0 1 268
2 2 279
3 3 772
2 4 979
0 3 546
1 2 117
1 3 180
3 3
1 2 558
0 2 826
0 1 122
6 5
2 4 29
0 5 806
1 2 559
1 3 762
0 4 87
3 3
0 1 127
2 2 762
1 2 367
9 32
1 5 172
4 5 60
2 6 920
0 4 738
3 5 748
0 8 724
0 3 13
0 2 602
6 7 617
4 7 389
1 3 330
7 8 904
0 7 261
4 6 809
5 7 436
1 2 485
2 3 944
4 8 241
3 8 479
1 6 255
2 4 244
2 8 491
1 8 730
0 1 892
3 7 610
3 6 837
2 5 29
1 4 327
5 8 652
0 5 669
5 6 324
3 4 398
9 19
1 8 498
1 3 138
0 3 128
1 4 448
6 8 757
0 5 427
3 7 6
3 8 681
4 5 414
0 2 165
4 8 741
2 4 893
0 6 279
3 5 790
5 6 376
1 6 129
1 7 441
1 2 942
7 8 182
4 6
0 1 690
0 3 410
1 2 455
0 0 835
0 2 945
2 3 503
8 28
5 5 133
5 7 471
2 7 46
0 2 995
3 7 133
1 1 621
3 4 136
4 7 715
1 5 985
0 1 635
7 7 490
1 2 173
3 3 686
2 5 954
3 6 172
1 4 545
0 7 759
1 6 384
2 3 602
4 6 25
0 4 940
4 5 628
1 3 208
1 7 519
0 5 870
2 4 548
6 7 454
0 6 40
9 36
5 6 480
7 7 475
0 8 435
0 3 252
8 8 452
1 3 623
2 8 1
1 2 427
5 8 18
5 5 13
1 5 746
7 8 649
3 5 485
6 8 716
1 4 259
6 6 23
0 6 727
4 7 946
4 5 717
2 2 61
0 1 926
0 7 468
3 4 434
1 6 898
2 3 330
2 7 317
2 5 154
1 7 933
5 7 968
0 0 746
0 2 936
3 6 668
4 6 616
6 7 174
3 7 162
0 4 203
10 45
4 7 804
2 6 679
1 9 136
4 9 355
5 8 132
3 6 804
5 6 219
6 6 929
3 4 366
2 4 650
0 7 14
0 0 233
0 2 381
3 7 106
1 8 463
1 3 978
4 4 375
0 6 676
8 9 939
2 9 149
0 8 92
2 5 4
3 3 873
1 6 692
2 2 733
0 3 864
2 8 199
6 8 713
4 8 417
5 9 165
6 7 649
1 5 849
3 8 150
8 8 237
1 7 905
4 5 213
9 9 689
0 4 11
1 2 500
4 6 854
2 7 98
7 9 330
6 9 516
0 5 227
7 7 211
3 3
0 1 559
1 1 194
0 2 956
9 8
4 5 513
0 5 717
1 8 660
4 6 745
3 7 26
1 2 221
1 6 707
3 6 638
7 21
3 5 478
0 4 332
1 4 269
1 1 860
1 5 460
2 2 326
2 4 425
3 6 362
0 1 904
5 5 666
0 5 307
4 5 876
2 6 222
5 6 13
0 2 434
0 3 331
1 3 17
1 6 663
2 5 755
2 3 943
1 2 233
7 20
0 2 540
0 6 96
2 5 229
0 4 706
3 4 149
3 6 562
2 2 385
1 4 735
4 6 550
1 3 709
3 5 198
0 5 922
4 4 686
1 5 685
1 2 726
2 6 919
0 3 695
6 6 190
5 5 597
0 0 120
4 6
2 3 682
1 3 911
1 1 796
1 2 287
0 2 992
0 1 641
8 13
1 6 497
7 7 874
2 4 99
4 5 629
1 4 731
2 3 678
3 4 420
4 6 814
3 5 426
0 1 746
3 7 557
1 7 307
5 7 918
7 21
0 2 600
5 6 734
2 3 110
3 4 953
0 1 784
0 4 204
0 3 903
1 3 934
0 5 891
3 5 656
2 5 893
4 6 267
1 4 982
0 0 235
3 6 640
1 6 140
4 5 199
3 3 987
2 4 212
1 2 523
2 6 490
8 28
4 7 999
2 6 237
0 4 460
5 6 843
6 6 363
2 3 501
0 6 395
4 6 126
1 3 380
6 7 628
0 0 526
2 5 284
0 2 450
0 5 84
0 3 934
1 5 817
0 7 533
2 7 42
3 7 60
4 4 739
3 4 445
7 7 258
1 4 720
5 7 583
4 5 846
1 7 46
3 6 209
1 2 107
7 21
0 3 1
4 6 508
4 4 920
1 6 531
2 6 558
0 6 269
1 4 606
1 2 640
3 5 674
1 5 37
0 5 893
0 4 541
5 6 890
2 3 92
3 4 420
2 5 815
0 0 777
2 4 518
0 2 330
3 6 954
1 3 90
8 22
0 2 296
1 5 485
3 5 140
1 7 833
5 6 94
1 6 340
3 7 1
0 4 588
2 5 802
4 5 485
3 4 270
2 7 110
4 6 834
0 3 635
5 7 854
6 6 646
1 2 518
2 6 389
2 3 730
0 1 897
0 6 619
0 5 246
2 1
0 1 540
5 10
0 4 239
0 2 89
0 3 929
1 2 71
1 4 303
1 1 585
3 4 977
1 3 281
2 4 403
2 2 437
9 36
1 3 719
0 2 621
5 6 793
1 6 269
3 8 78
1 5 370
0 3 367
2 7 513
1 2 442
4 4 266
6 8 99
3 4 323
3 5 878
7 7 48
0 6 204
4 6 242
5 7 936
4 7 815
0 4 799
0 1 611
2 3 284
1 7 923
7 8 188
2 8 236
1 1 159
2 4 748
4 8 905
3 3 756
1 8 658
6 7 931
2 5 988
4 5 839
0 0 385
0 7 3
0 8 735
2 6 762
9 19
0 3 886
1 1 974
0 7 877
0 5 536
3 4 32
7 8 57
0 6 374
2 3 249
4 8 150
4 6 437
3 8 341
1 7 504
2 8 348
5 7 691
2 5 977
1 4 72
2 7 266
6 6 320
1 3 685
10 9
1 9 672
0 8 454
2 7 905
2 5 649
5 8 434
2 3 58
6 7 39
6 9 396
4 5 629
3 3
0 1 521
1 2 740
0 0 991
10 45
6 7 811
4 6 181
3 8 745
0 2 943
0 8 529
7 9 112
0 9 371
0 3 746
2 5 600
3 4 839
3 6 451
0 4 109
1 6 73
5 7 225
6 8 759
4 9 225
3 9 115
6 6 106
5 6 723
2 3 493
7 7 510
4 5 987
1 3 916
0 1 382
6 9 843
1 7 51
1 8 140
0 7 160
3 3 139
8 9 909
2 7 703
1 2 169
1 9 241
7 8 381
5 8 675
0 5 271
9 9 476
4 7 416
1 5 340
4 8 609
5 9 721
3 5 827
0 0 521
1 4 423
3 7 73
5 10
1 4 803
0 0 552
0 1 233
4 4 813
0 2 358
0 4 516
2 3 912
1 3 827
3 3 701
2 4 840
9 36
0 4 583
5 5 120
6 8 884
1 4 873
2 4 212
1 5 123
1 7 427
3 4 749
3 6 413
3 7 737
4 5 363
0 2 705
0 6 533
2 5 883
8 8 630
7 8 524
0 1 871
3 3 220
1 3 892
0 3 205
1 2 545
0 5 758
2 7 319
1 8 733
6 6 759
0 8 785
6 7 784
2 8 432
3 5 468
3 8 20
5 8 599
2 3 660
5 6 889
4 7 574
2 2 675
7 7 882
2 1
0 1 94
3 3
0 2 180
0 1 4
1 1 884
2 1
0 1 426
2 1
0 1 853
5 10
1 3 197
2 2 70
3 4 721
0 3 708
2 4 805
1 2 891
2 3 773
4 4 137
3 3 86
0 1 708
10 45
5 9 533
1 6 549
4 5 349
6 6 464
8 9 678
8 8 578
3 9 986
0 4 942
5 6 95
1 5 973
1 1 959
0 5 5
1 9 517
0 6 984
0 9 558
6 9 487
4 7 459
5 8 696
1 4 67
0 1 128
2 9 918
4 8 795
7 9 128
2 8 227
2 3 880
4 9 211
5 7 679
0 2 782
2 6 508
3 8 902
2 7 794
2 5 859
3 4 126
3 5 763
2 4 416
1 7 991
9 9 948
0 8 940
1 2 226
3 6 297
1 3 364
3 7 295
4 6 425
1 8 942
6 7 544
7 21
6 6 653
1 5 177
0 4 290
0 0 456
4 6 393
1 4 386
0 2 772
1 3 459
0 1 241
1 2 47
2 6 571
4 5 743
0 6 235
0 5 501
2 4 443
5 6 408
3 6 654
1 6 714
2 5 72
2 3 254
3 5 314
6 15
0 3 298
4 5 176
2 5 821
0 2 986
0 1 219
2 3 476
3 4 999
2 2 391
1 3 894
1 5 754
2 4 571
0 5 472
4 4 865
0 4 577
1 4 357
5 10
1 4 564
1 2 896
3 4 286
0 2 107
0 1 199
1 3 975
0 4 562
2 4 781
2 3 63
2 2 779
4 6
0 1 38
1 1 65
0 3 107
2 2 686
1 2 727
2 3 647
7 21
3 4 633
0 0 983
2 5 642
3 6 708
2 6 227
0 6 497
3 5 547
0 5 39
5 6 623
4 6 358
4 5 378
5 5 886
0 2 560
1 4 19
1 2 371
3 3 694
1 5 914
0 3 612
6 6 582
1 1 239
2 4 737
7 21
5 5 553
3 4 104
0 0 825
1 6 547
3 6 657
1 3 38
2 5 747
0 1 96
1 4 631
0 2 632
2 4 586
3 3 632
2 2 593
2 6 300
0 5 599
5 6 539
4 4 237
0 3 560
1 5 973
4 6 532
3 5 79
6 15
1 3 202
0 4 284
4 5 462
0 0 640
3 4 74
2 4 583
1 4 520
0 5 68
1 5 824
1 1 909
0 2 558
2 3 456
1 2 487
0 1 460
0 3 578
10 9
4 9 529
0 9 281
5 8 582
3 6 667
7 8 446
2 5 345
2 4 82
